REL_CODE;FULLNAME BIS;STRATUM;COVER_CODE;TAXREF9_CDNOM
T1867_4;Iris pseudacorus L.;;+;103772
T1867_4;Angelica sylvestris L.;;+;82738
T1867_5;Equisetum fluviatile L.;;+;96519
T1867_5;Carex riparia Curtis;;+;88833
T1867_5;Carex paniculata L.;;+;88753
T1867_5;Phalaris arundinacea L.;;+;112975
T1867_5;Solanum dulcamara L.;;+;124034
T1867_5;Apium nodiflorum (L.) Lag.;;+;83205
T1867_5;Lemna minor L.;;+;105431
T1867_5;Lycopus europaeus L.;;+;107038
T1867_5;Calystegia sepium (L.) R. Br.;;+;87560
T1867_5;Alnus glutinosa (L.) Gaertner;;+;81569
T1867_5;Symphytum officinale L.;;+;125355
T1867_5;Iris pseudacorus L.;;+;103772
T1867_5;Filipendula ulmaria (L.) Maxim.;;+;98717
T1867_5;Caltha palustris L.;;+;87540
T1867_5;Ribes nigrum L.;;+;117766
T1867_6;Caltha palustris L.;;+;87540
T1867_6;Galium palustre L.;;+;99494
T1867_6;Mentha aquatica L.;;+;108027
T1867_6;Salix aurita L.;;+;119952
T1867_6;Rumex hydrolapathum Hudson;;+;771868
T1867_6;Filipendula ulmaria (L.) Maxim.;;+;98717
T1867_6;Lysimachia nummularia L.;;+;107073
T1867_6;Calystegia sepium (L.) R. Br.;;+;87560
T1867_6;Solanum dulcamara L.;;+;124034
T1867_6;Galium aparine L.;;+;99373
T1867_6;Lemna minor L.;;+;105431
T1867_6;Apium nodiflorum (L.) Lag.;;+;83205
T1867_6;Phalaris arundinacea L.;;+;112975
T1867_6;Equisetum fluviatile L.;;+;96519
T1867_6;Alnus glutinosa (L.) Gaertner;;+;81569
T1867_6;Ribes nigrum L.;;+;117766
T1867_6;Carex paniculata L.;;+;88753
T1867_6;Symphytum officinale L.;;+;125355
T1867_6;Urtica dioica L.;;+;128268
T1867_6;Carex riparia Curtis;;+;88833
T1867_7;Solanum dulcamara L.;;+;124034
T1867_7;Equisetum fluviatile L.;;+;96519
T1867_7;Carex riparia Curtis;;+;88833
T1867_7;Carex paniculata L.;;+;88753
T1867_7;Lemna trisulca L.;;+;105441
T1867_7;Ribes nigrum L.;;+;117766
T1867_7;Alnus glutinosa (L.) Gaertner;;+;81569
T1867_7;Salix alba L.;;+;119915
T1867_7;Filipendula ulmaria (L.) Maxim.;;+;98717
T1867_7;Fraxinus excelsior L.;;+;98921
T1867_7;Phalaris arundinacea L.;;+;112975
T1867_7;Iris pseudacorus L.;;+;103772
T1867_7;Lemna minor L.;;+;105431
T1868_1;Elodea canadensis Michx;;+;95980
T1868_1;Equisetum fluviatile L.;;+;96519
T1868_1;Lemna minor L.;;+;105431
T1868_1;Lemna trisulca L.;;+;105441
T1868_1;Carex riparia Curtis;;+;88833
T1868_1;Hydrocharis morsus Ranae;;+;103120
T1868_1;Carex elata All.;;+;88491
T1868_1;Epilobium hirsutum L.;;+;96180
T1868_1;Ranunculus trichophyllus Chaix;;+;117255
T1868_1;Potamogeton coloratus Hornem.;;+;115237
T1868_1;Galium palustre L.;;+;99494
T1868_1;Hydrocotyle vulgaris L.;;+;103142
T1868_1;Lysimachia nummularia L.;;+;107073
T1868_1;Rumex hydrolapathum Hudson;;+;771868
T1868_2;Epilobium hirsutum L.;;+;96180
T1868_2;Equisetum fluviatile L.;;+;96519
T1868_2;Carex riparia Curtis;;+;88833
T1868_2;Hydrocotyle vulgaris L.;;+;103142
T1868_2;Carex elata All.;;+;88491
T1868_2;Lemna trisulca L.;;+;105441
T1868_2;Lemna minor L.;;+;105431
T1868_2;Rumex hydrolapathum Hudson;;+;771868
T1868_2;Potamogeton coloratus Hornem.;;+;115237
T1868_2;Lysimachia nummularia L.;;+;107073
T1868_2;Hydrocharis morsus Ranae;;+;103120
T1868_3;Rumex hydrolapathum Hudson;;+;771868
T1868_3;Epilobium hirsutum L.;;+;96180
T1868_3;Rosa canina L.;;+;118073
T1868_3;Lemna minor L.;;+;105431
T1868_3;Iris pseudacorus L.;;+;103772
T1868_3;Glyceria fluitans (L.) R. Br.;;+;100387
T1868_3;Sparganium ramosum;;+;124417
T1868_3;Lemna trisulca L.;;+;105441
T1868_3;Oenanthe fistulosa L.;;+;109869
T1868_3;Juncus glaucus;;+;104200
T1868_3;Carex riparia Curtis;;+;88833
T1868_3;Salix aurita L.;;+;119952
T1868_3;Phalaris arundinacea L.;;+;112975
T1868_3;Carex elata All.;;+;88491
T1868_3;Lysimachia nummularia L.;;+;107073
T1868_3;Carex vulpina L.;;+;88952
T1868_3;Cardamine pratensis L.;;+;87964
T1868_4;Caltha palustris L.;;+;87540
T1868_4;Oenanthe fistulosa L.;;+;109869
T1868_4;Lysimachia nummularia L.;;+;107073
T1868_4;Myosotis scorpioides L.;;+;109091
T1868_4;Potentilla anserina L.;;+;115402
T1868_4;Lychnis flos-cuculi L.;;+;106918
T1868_4;Lemna minor L.;;+;105431
T1868_4;Carex riparia Curtis;;+;88833
T1868_4;Ranunculus repens L.;;+;117201
T1868_4;Phalaris arundinacea L.;;+;112975
T1868_4;Filipendula ulmaria (L.) Maxim.;;+;98717
T1868_4;Glyceria altissima;;+;100372
T1868_4;Galium palustre L.;;+;99494
T1868_4;Juncus glaucus;;+;104200
T1868_4;Mentha aquatica L.;;+;108027
T1868_4;Carex disticha Hudson;;+;88478
T1868_4;Equisetum fluviatile L.;;+;96519
T1868_4;Trifolium pratense L.;;+;127439
T1868_4;Carex elata All.;;+;88491
T1868_4;Rumex hydrolapathum Hudson;;+;771868
T1868_4;Solanum dulcamara L.;;+;124034
T1868_4;Apium nodiflorum (L.) Lag.;;+;83205
T1868_5;Filipendula ulmaria (L.) Maxim.;;+;98717
T1868_5;Equisetum fluviatile L.;;+;96519
T1868_5;Ranunculus sceleratus L.;;+;117224
T1868_5;Carex elata All.;;+;88491
T1868_5;Juncus glaucus;;+;104200
T1868_5;Caltha palustris L.;;+;87540
T1868_5;Mentha aquatica L.;;+;108027
T1868_5;Veronica beccabunga L.;;+;128808
T1868_5;Myosotis scorpioides L.;;+;109091
T1868_5;Galium palustre L.;;+;99494
T1868_5;Carex riparia Curtis;;+;88833
T1868_5;Lysimachia nummularia L.;;+;107073
T1868_5;Epilobium hirsutum L.;;+;96180
T1868_5;Lemna minor L.;;+;105431
T1868_5;Lychnis flos-cuculi L.;;+;106918
T1868_5;Rumex obtusifolius L.;;+;119550
T1869_1;Clematis flammula L.;;+;91867
T1869_1;Lavandula latifolia Medicus;;+;105312
T1869_1;Juniperus oxycedrus L.;;1;104409
T1869_1;Teucrium chamaedrys L.;;+;125981
T1869_1;Rubia peregrina L.;;+;118916
T1869_1;Cistus salvifolius L.;;+;91715
T1869_1;Brachypodium phoenicoides (L.) Roemer & Schultes;;1;86288
T1869_1;Osyris alba L.;;+;111840
T1869_1;Fumana coridifolia;;+;99014
T1869_1;Staehelina dubia L.;;1;124842
T1869_1;Phillyrea latifolia L.;;+;113148
T1869_1;Rosmarinus officinalis L.;;4;118865
T1869_1;Ruscus aculeatus L.;;+;119698
T1869_1;Orchis purpurea Hudson;;1;110966
T1869_1;Euphorbia characias L.;;+;97478
T1869_1;Spartium junceum L.;;+;124453
T1869_1;Ulex parviflorus Pourret;;+;128127
T1869_1;Ononis minutissima L.;;+;110205
T1869_1;Pinus halepensis Miller;;1;113665
T1869_1;Cistus albidus L.;;+;91630
T1869_1;Quercus ilex L.;;2;116704
T1869_2;Viburnum tinus L.;;+;129092
T1869_2;Silene italica (L.) Pers.;;+;123512
T1869_2;Viola alba Besser;;+;129492
T1869_2;Smilax aspera L.;;+;123987
T1869_2;Lonicera etrusca G. Santi;;2;106565
T1869_2;Lonicera implexa Aiton;;+;106570
T1869_2;Juniperus oxycedrus L.;;+;104409
T1869_2;Amelanchier ovalis Medicus;;+;82103
T1869_2;Cistus salvifolius L.;;+;91715
T1869_2;Clematis flammula L.;;+;91867
T1869_2;Asparagus acutifolius L.;;+;84264
T1869_2;Teucrium chamaedrys L.;;2;125981
T1869_2;Phillyrea latifolia L.;;+;113148
T1869_2;Ononis minutissima L.;;+;110205
T1869_2;Carex distachya Desf.;;+;88476
T1869_2;Ruscus aculeatus L.;;+;119698
T1869_2;Euphorbia characias L.;;+;97478
T1869_2;Rosmarinus officinalis L.;;+;118865
T1869_2;Osyris alba L.;;+;111840
T1869_2;Rubia peregrina L.;;+;118916
T1869_2;Quercus ilex L.;;5;116704
T1869_2;Pinus halepensis Miller;;2;113665
T1870_1;Juniperus oxycedrus L.;;1;104409
T1870_1;Thymus vulgaris L.;;3;126582
T1870_1;Hieracium pilosella L.;;+;102352
T1870_1;Lavandula latifolia Medicus;;3;105312
T1870_1;Quercus ilex L.;;+;116704
T1870_1;Fumana coridifolia;;+;99014
T1870_1;Olea europaea L.;;+;110002
T1870_1;Staehelina dubia L.;;+;124842
T1870_1;Medicago minima (L.) Bartal.;;+;107658
T1870_1;Euphorbia serrata L.;;+;97667
T1870_1;Brachypodium retusum (Pers.) Beauv.;;+;86297
T1870_1;Ruta chalepensis L.;;+;119710
T1870_1;Cistus albidus L.;;1;91630
T1870_2;Lavandula latifolia Medicus;;2;105312
T1870_2;Hieracium pilosella L.;;+;102352
T1870_2;Medicago minima (L.) Bartal.;;+;107658
T1870_2;Juniperus oxycedrus L.;;1;104409
T1870_2;Helichrysum staechas;;+;101101
T1870_2;Cistus albidus L.;;+;91630
T1870_2;Dorycnium pentaphyllum Scop. =suffruticosum;;+;95284
T1870_2;Thymus vulgaris L.;;4;126582
T1870_2;Brachypodium phoenicoides (L.) Roemer & Schultes;;+;86288
T1870_2;Rubia peregrina L.;;+;118916
T1870_2;Festuca ovina L.;;+;98425
T1870_2;Euphorbia serrata L.;;+;97667
T1870_2;Vicia sativa L.;;+;129298
T1870_2;Prunus amygdalus;;+;116035
T1870_2;Quercus ilex L.;;1;116704
T1870_3;Helichrysum staechas;;+;101101
T1870_3;Lavandula latifolia Medicus;;2;105312
T1870_3;Olea europaea L.;;+;110002
T1870_3;Juniperus oxycedrus L.;;2;104409
T1870_3;Festuca ovina L.;;+;98425
T1870_3;Euphorbia serrata L.;;+;97667
T1870_3;Staehelina dubia L.;;1;124842
T1870_3;Fumana thymifolia (L.) Spach ex Webb;;+;99032
T1870_3;Thymus vulgaris L.;;5;126582
T1870_3;Cerastium pumilum Curtis;;+;90076
T1870_3;Hieracium pilosella L.;;+;102352
T1870_3;Brachypodium retusum (Pers.) Beauv.;;1;86297
T1871_1;Ulex parviflorus Pourret;;+;128127
T1871_1;Cistus albidus L.;;+;91630
T1871_1;Brachypodium phoenicoides (L.) Roemer & Schultes;;+;86288
T1871_1;Lavandula latifolia Medicus;;3;105312
T1871_1;Pistacia terebinthus L.;;+;113748
T1871_1;Staehelina dubia L.;;+;124842
T1871_1;Juniperus oxycedrus L.;;3;104409
T1871_1;Quercus lanuginosa;;+;116712
T1871_1;Brachypodium retusum (Pers.) Beauv.;;2;86297
T1871_1;Thymus vulgaris L.;;2;126582
T1871_1;Orchis purpurea Hudson;;+;110966
T1871_1;Medicago disciformis Dc.;;+;107605
T1871_1;Vicia sativa L.;;+;129298
T1871_1;Olea europaea L.;;1;110002
T1871_1;Helichrysum staechas;;+;101101
T1871_1;Dorycnium pentaphyllum Scop. =suffruticosum;;1;95284
T1871_1;Quercus ilex L.;;1;116704
T1871_2;Juniperus oxycedrus L.;;3;104409
T1871_2;Helichrysum staechas;;+;101101
T1871_2;Cerastium pumilum Curtis;;1;90076
T1871_2;Ruta chalepensis L.;;+;119710
T1871_2;Lavandula latifolia Medicus;;2;105312
T1871_2;Clematis flammula L.;;+;91867
T1871_2;Helianthemum salicifolium (L.) Miller;;+;100983
T1871_2;Thymus vulgaris L.;;3;126582
T1871_2;Hieracium pilosella L.;;+;102352
T1871_2;Quercus ilex L.;;+;116704
T1871_2;Dorycnium pentaphyllum Scop. =suffruticosum;;+;95284
T1871_2;Quercus coccifera L.;;+;116672
T1871_2;Euphorbia serrata L.;;+;97667
T1871_2;Festuca ovina L.;;+;98425
T1871_2;Pinus halepensis Miller;;3;113665
T1871_2;Cistus albidus L.;;2;91630
T1872_1;Orchis purpurea Hudson;;+;110966
T1872_1;Lavandula latifolia Medicus;;1;105312
T1872_1;Thymus vulgaris L.;;1;126582
T1872_1;Medicago minima (L.) Bartal.;;+;107658
T1872_1;Rubia peregrina L.;;+;118916
T1872_1;Quercus ilex L.;;+;116704
T1872_1;Hieracium pilosella L.;;+;102352
T1872_1;Olea europaea L.;;+;110002
T1872_1;Juniperus oxycedrus L.;;4;104409
T1872_1;Ulex parviflorus Pourret;;+;128127
T1872_1;Cerastium pumilum Curtis;;+;90076
T1872_1;Cistus albidus L.;;1;91630
T1872_2;Lavandula latifolia Medicus;;+;105312
T1872_2;Quercus ilex L.;;+;116704
T1872_2;Festuca ovina L.;;+;98425
T1872_2;Euphorbia serrata L.;;+;97667
T1872_2;Quercus coccifera L.;;+;116672
T1872_2;Quercus lanuginosa;;+;116712
T1872_2;Juniperus oxycedrus L.;;4;104409
T1872_2;Orchis purpurea Hudson;;+;110966
T1872_2;Thymus vulgaris L.;;2;126582
T1872_2;Pistacia terebinthus L.;;+;113748
T1872_2;Helichrysum staechas;;+;101101
T1873_1;Quercus ilex L.;;+;116704
T1873_1;Thymus vulgaris L.;;2;126582
T1873_1;Clematis flammula L.;;+;91867
T1873_1;Medicago disciformis Dc.;;+;107605
T1873_1;Juniperus oxycedrus L.;;5;104409
T1873_1;Brachypodium retusum (Pers.) Beauv.;;+;86297
T1873_1;Lavandula latifolia Medicus;;1;105312
T1873_1;Helianthemum salicifolium (L.) Miller;;+;100983
T1873_1;Cistus albidus L.;;1;91630
T1874_1;Osyris alba L.;;+;111840
T1874_1;Silene italica (L.) Pers.;;+;123512
T1874_1;Euphorbia characias L.;;+;97478
T1874_1;Cistus albidus L.;;1;91630
T1874_1;Thymus vulgaris L.;;+;126582
T1874_1;Juniperus oxycedrus L.;;4;104409
T1874_1;Asparagus acutifolius L.;;1;84264
T1874_1;Pistacia terebinthus L.;;+;113748
T1874_1;Quercus ilex L.;;4;116704
T1874_1;Lavandula latifolia Medicus;;+;105312
T1874_1;Buxus sempervirens L.;;+;87143
T1874_1;Clematis flammula L.;;+;91867
T1874_1;Teucrium chamaedrys L.;;1;125981
T1874_1;Ononis minutissima L.;;+;110205
T1874_1;Rubia peregrina L.;;1;118916
T1874_1;Dorycnium pentaphyllum Scop. =suffruticosum;;+;95284
T1875_1;Vicia cracca L.;;+;129147
T1875_1;Viburnum lantana L.;;+;129083
T1875_1;Acer opalus Miller;;+;79770
T1875_1;Juniperus communis L.;;2;104397
T1875_1;Tanacetum corymbosum (L.) Schultz Bip.;;+;125460
T1875_1;Hedera helix L.;;+;100787
T1875_1;Hepatica triloba;;+;101255
T1875_1;Rubus ulmifolius Schott;;+;119373
T1875_1;Lonicera etrusca G. Santi;;1;106565
T1875_1;Lavandula officinalis;;1;105313
T1875_1;Helleborus foetidus L.;;+;101188
T1875_1;Stachys officinalis (L.) Trevisan;;+;124797
T1875_1;Acer monspessulanum L.;;+;79763
T1875_1;Clematis vitalba L.;;+;91886
T1875_1;Lonicera xylosteum L.;;1;106595
T1875_1;Melica uniflora Retz.;;+;107880
T1875_1;Solidago virga Aurea;;+;124205
T1875_1;Cytisus sessilifolius L.;;+;94166
T1875_1;Daphne laureola L.;;1;94432
T1875_1;Genista hispanica L.;;+;99761
T1875_1;Prunus spinosa L.;;+;116142
T1875_1;Melittis melissophyllum L.;;+;108003
T1875_1;Campanula trachelium L.;;1;87742
T1875_1;Quercus lanuginosa;;4;116712
T1875_1;Buxus sempervirens L.;;1;87143
T1875_1;Digitalis lutea L.;;+;94945
T1876_1;Potamogeton perfoliatus L.;;+;115296
T1876_1;Nuphar luteum;;2;109732
T1876_1;Ranunculus fluitans Lam.;;4;117027
T1876_1;Potamogeton lucens L.;;+;115270
T1876_2;Nuphar luteum;;1;109732
T1876_2;Sagittaria sagittifolia L.;;+;119860
T1876_2;Elodea canadensis Michx;;1;95980
T1876_2;Sparganium simplex;;1;124418
T1876_2;Scirpus lacustris L.;;+;121735
T1876_2;Ranunculus fluitans Lam.;;4;117027
T1876_2;Sparganium ramosum;;+;124417
T1876_3;Nuphar luteum;;+;109732
T1876_3;Glyceria altissima;;+;100372
T1876_3;Sagittaria sagittifolia L.;;+;119860
T1876_3;Elodea canadensis Michx;;+;95980
T1876_3;Ranunculus fluitans Lam.;;3;117027
T1876_4;Potamogeton lucens L.;;2;115270
T1876_4;Ranunculus fluitans Lam.;;3;117027
T1876_4;Sagittaria sagittifolia L.;;+;119860
T1876_4;Rorippa amphibia (L.) Besser;;+;117933
T1876_4;Epilobium hirsutum L.;;+;96180
T1876_5;Sparganium simplex;;+;124418
T1876_5;Potamogeton natans L.;;+;115280
T1876_5;Ranunculus fluitans Lam.;;4;117027
T1876_5;Elodea canadensis Michx;;3;95980
T1876_5;Sagittaria sagittifolia L.;;+;119860
T1876_5;Glyceria altissima;;+;100372
T1876_5;Nuphar luteum;;+;109732
T1876_6;Scirpus lacustris L.;;+;121735
T1876_6;Nuphar luteum;;+;109732
T1876_6;Elodea canadensis Michx;;1;95980
T1876_6;Ranunculus fluitans Lam.;;5;117027
T1876_6;Epilobium hirsutum L.;;+;96180
T1876_6;Sparganium ramosum;;+;124417
T1876_6;Potamogeton perfoliatus L.;;+;115296
T1876_7;Rorippa amphibia (L.) Besser;;+;117933
T1876_7;Ranunculus aquatilis L.;;3;116928
T1876_7;Sparganium simplex;;+;124418
T1876_7;Glyceria fluitans (L.) R. Br.;;1;100387
T1877_1;Lemna trisulca L.;;1;105441
T1877_1;Galium palustre L.;;+;99494
T1877_1;Ranunculus aquatilis L.;;+;116928
T1877_1;Sparganium ramosum;;+;124417
T1877_1;Equisetum fluviatile L.;;1;96519
T1877_1;Glyceria altissima;;+;100372
T1877_1;Hottonia palustris L.;;3;103027
T1877_1;Lemna minor L.;;1;105431
T1877_1;Oenanthe phellandrium;;+;109892
T1877_1;Rumex hydrolapathum Hudson;;+;771868
T1877_10;Hottonia palustris L.;;1;103027
T1877_10;Potamogeton natans L.;;1;115280
T1877_10;Ranunculus aquatilis L.;;+;116928
T1877_10;Oenanthe phellandrium;;+;109892
T1877_10;Sagittaria sagittifolia L.;;3;119860
T1877_10;Elodea canadensis Michx;;2;95980
T1877_10;Glyceria altissima;;+;100372
T1877_10;Lemna trisulca L.;;2;105441
T1877_2;Equisetum fluviatile L.;;1;96519
T1877_2;Hottonia palustris L.;;1;103027
T1877_2;Glyceria altissima;;1;100372
T1877_2;Ranunculus flammula L.;;+;117025
T1877_2;Ranunculus aquatilis L.;;+;116928
T1877_2;Lemna minor L.;;1;105431
T1877_2;Galium palustre L.;;+;99494
T1877_2;Sparganium ramosum;;+;124417
T1877_2;Myosotis scorpioides L.;;+;109091
T1877_3;Glyceria fluitans (L.) R. Br.;;1;100387
T1877_3;Glyceria altissima;;2;100372
T1877_3;Rumex hydrolapathum Hudson;;+;771868
T1877_3;Lemna trisulca L.;;1;105441
T1877_3;Ranunculus repens L.;;1;117201
T1877_3;Iris pseudacorus L.;;+;103772
T1877_3;Hottonia palustris L.;;1;103027
T1877_4;Glyceria fluitans (L.) R. Br.;;1;100387
T1877_4;Spirodela polyrrhiza;;1;124707
T1877_4;Ceratophyllum demersum L.;;2;90208
T1877_4;Utricularia vulgaris L.;;2;128322
T1877_4;Lemna minor L.;;1;105431
T1877_4;Rorippa amphibia (L.) Besser;;+;117933
T1877_4;Equisetum fluviatile L.;;1;96519
T1877_4;Glyceria altissima;;1;100372
T1877_4;Alisma plantago-aquatica L.;;1;81272
T1877_4;Oenanthe fistulosa L.;;+;109869
T1877_4;Lemna trisulca L.;;2;105441
T1877_4;Hottonia palustris L.;;2;103027
T1877_5;Menyanthes trifoliata L.;;1;108345
T1877_5;Potamogeton natans L.;;2;115280
T1877_5;Lemna minor L.;;1;105431
T1877_5;Rumex hydrolapathum Hudson;;+;771868
T1877_5;Lemna trisulca L.;;2;105441
T1877_5;Ranunculus aquatilis L.;;+;116928
T1877_5;Oenanthe fistulosa L.;;1;109869
T1877_5;Hottonia palustris L.;;3;103027
T1877_5;Elodea canadensis Michx;;1;95980
T1877_5;Oenanthe phellandrium;;+;109892
T1877_5;Glyceria altissima;;+;100372
T1877_5;Equisetum fluviatile L.;;2;96519
T1877_6;Hydrocharis morsus Ranae;;2;103120
T1877_6;Ceratophyllum demersum L.;;+;90208
T1877_6;Lemna minor L.;;1;105431
T1877_6;Spirodela polyrrhiza;;+;124707
T1877_6;Hottonia palustris L.;;1;103027
T1877_6;Nuphar luteum;;2;109732
T1877_6;Equisetum fluviatile L.;;1;96519
T1877_6;Glyceria altissima;;1;100372
T1877_6;Lemna trisulca L.;;2;105441
T1877_6;Oenanthe fistulosa L.;;+;109869
T1877_7;Lemna trisulca L.;;2;105441
T1877_7;Spirodela polyrrhiza;;+;124707
T1877_7;Utricularia vulgaris L.;;1;128322
T1877_7;Elodea canadensis Michx;;1;95980
T1877_7;Lemna minor L.;;1;105431
T1877_7;Glyceria altissima;;1;100372
T1877_7;Equisetum fluviatile L.;;1;96519
T1877_7;Potamogeton natans L.;;+;115280
T1877_7;Hydrocharis morsus Ranae;;+;103120
T1877_7;Ranunculus aquatilis L.;;+;116928
T1877_7;Nuphar luteum;;+;109732
T1877_7;Hottonia palustris L.;;3;103027
T1877_8;Ranunculus aquatilis L.;;1;116928
T1877_8;Lemna trisulca L.;;1;105441
T1877_8;Equisetum fluviatile L.;;1;96519
T1877_8;Myosotis scorpioides L.;;+;109091
T1877_8;Hottonia palustris L.;;1;103027
T1877_8;Utricularia vulgaris L.;;1;128322
T1877_8;Potamogeton natans L.;;1;115280
T1877_8;Lemna minor L.;;1;105431
T1877_8;Glyceria altissima;;+;100372
T1877_8;Glyceria fluitans (L.) R. Br.;;+;100387
T1877_8;Oenanthe fistulosa L.;;+;109869
T1877_9;Hydrocharis morsus Ranae;;+;103120
T1877_9;Oenanthe fistulosa L.;;+;109869
T1877_9;Nuphar luteum;;+;109732
T1877_9;Myosotis scorpioides L.;;+;109091
T1877_9;Potamogeton natans L.;;2;115280
T1877_9;Oenanthe phellandrium;;1;109892
T1877_9;Sagittaria sagittifolia L.;;2;119860
T1877_9;Elodea canadensis Michx;;2;95980
T1877_9;Ranunculus aquatilis L.;;+;116928
T1877_9;Hottonia palustris L.;;+;103027
T1877_9;Lemna minor L.;;1;105431
T1878_1;Potamogeton natans L.;;+;115280
